Timestamp: 1683525958, Average of speed: 2150.667, Average of pressure: 0.068
Timestamp: 1683526345, Average of speed: 2125.333, Average of pressure: 0.068
Timestamp: 1683526346, Average of speed: 2281.000, Average of pressure: 0.085
Timestamp: 1683526347, Average of speed: 2012.333, Average of pressure: 0.070
Timestamp: 1683526348, Average of speed: 1888.667, Average of pressure: 0.058
Timestamp: 1683526349, Average of speed: 2172.333, Average of pressure: 0.089
Timestamp: 1683526350, Average of speed: 2009.667, Average of pressure: 0.058
Timestamp: 1683526351, Average of speed: 2066.000, Average of pressure: 0.082
Timestamp: 1683526352, Average of speed: 2316.000, Average of pressure: 0.071
Timestamp: 1683526353, Average of speed: 2226.333, Average of pressure: 0.079
Timestamp: 1683526354, Average of speed: 2311.333, Average of pressure: 0.090
Timestamp: 1683526355, Average of speed: 2014.000, Average of pressure: 0.076
Timestamp: 1683526356, Average of speed: 1906.667, Average of pressure: 0.065
Timestamp: 1683526357, Average of speed: 2061.000, Average of pressure: 0.086
Timestamp: 1683526358, Average of speed: 2040.000, Average of pressure: 0.065
Timestamp: 1683526359, Average of speed: 2106.333, Average of pressure: 0.080
Timestamp: 1683526360, Average of speed: 2127.000, Average of pressure: 0.094
Timestamp: 1683526361, Average of speed: 2140.000, Average of pressure: 0.067
Timestamp: 1683526362, Average of speed: 2131.000, Average of pressure: 0.085
Timestamp: 1683526363, Average of speed: 2083.000, Average of pressure: 0.057
Timestamp: 1683526364, Average of speed: 2231.333, Average of pressure: 0.068
Timestamp: 1683526365, Average of speed: 2117.667, Average of pressure: 0.084
Timestamp: 1683526366, Average of speed: 2052.667, Average of pressure: 0.068
Timestamp: 1683526367, Average of speed: 1960.000, Average of pressure: 0.075
Timestamp: 1683526368, Average of speed: 1976.667, Average of pressure: 0.064
Timestamp: 1683526369, Average of speed: 2092.667, Average of pressure: 0.075
Timestamp: 1683526370, Average of speed: 2145.333, Average of pressure: 0.061
Timestamp: 1683526371, Average of speed: 2088.333, Average of pressure: 0.090
Timestamp: 1683526372, Average of speed: 2072.667, Average of pressure: 0.054
Timestamp: 1683526373, Average of speed: 2072.667, Average of pressure: 0.054
Timestamp: 1683526374, Average of speed: 2072.667, Average of pressure: 0.054
Timestamp: 1683526375, Average of speed: 2178.667, Average of pressure: 0.058
Timestamp: 1683526376, Average of speed: 2034.667, Average of pressure: 0.068
Timestamp: 1683526377, Average of speed: 2180.667, Average of pressure: 0.062
Timestamp: 1683526378, Average of speed: 2099.000, Average of pressure: 0.089
Timestamp: 1683526379, Average of speed: 2044.667, Average of pressure: 0.082
Timestamp: 1683526380, Average of speed: 2086.000, Average of pressure: 0.084
Timestamp: 1683526381, Average of speed: 2100.333, Average of pressure: 0.079
Timestamp: 1683526382, Average of speed: 1986.333, Average of pressure: 0.094
Timestamp: 1683526383, Average of speed: 2139.667, Average of pressure: 0.074
Timestamp: 1683526384, Average of speed: 2004.667, Average of pressure: 0.065
Timestamp: 1683526385, Average of speed: 2081.667, Average of pressure: 0.074
Timestamp: 1683526386, Average of speed: 2078.000, Average of pressure: 0.058
Timestamp: 1683526387, Average of speed: 2135.000, Average of pressure: 0.056
Timestamp: 1683526388, Average of speed: 2135.000, Average of pressure: 0.056
Timestamp: 1683526389, Average of speed: 1964.667, Average of pressure: 0.076
Timestamp: 1683526390, Average of speed: 2087.333, Average of pressure: 0.075
Timestamp: 1683526391, Average of speed: 2123.667, Average of pressure: 0.077
Timestamp: 1683526392, Average of speed: 2101.000, Average of pressure: 0.087
Timestamp: 1683526393, Average of speed: 2203.667, Average of pressure: 0.076
Timestamp: 1683526394, Average of speed: 1968.333, Average of pressure: 0.069
Timestamp: 1683526395, Average of speed: 2078.667, Average of pressure: 0.080
Timestamp: 1683526396, Average of speed: 2115.000, Average of pressure: 0.076
Timestamp: 1683526397, Average of speed: 1981.667, Average of pressure: 0.083
Timestamp: 1683526398, Average of speed: 1951.333, Average of pressure: 0.064
Timestamp: 1683526399, Average of speed: 2089.333, Average of pressure: 0.075
Timestamp: 1683526400, Average of speed: 2136.667, Average of pressure: 0.072
Timestamp: 1683526401, Average of speed: 1996.667, Average of pressure: 0.078
Timestamp: 1683526402, Average of speed: 2246.333, Average of pressure: 0.064
Timestamp: 1683526403, Average of speed: 2246.333, Average of pressure: 0.064
Timestamp: 1683526404, Average of speed: 2043.333, Average of pressure: 0.062
Timestamp: 1683526405, Average of speed: 2133.667, Average of pressure: 0.076
Timestamp: 1683526406, Average of speed: 2275.667, Average of pressure: 0.083
Timestamp: 1683526407, Average of speed: 2121.000, Average of pressure: 0.080
Timestamp: 1683526408, Average of speed: 2121.000, Average of pressure: 0.080
Timestamp: 1683526409, Average of speed: 2091.000, Average of pressure: 0.078
Timestamp: 1683526410, Average of speed: 2033.000, Average of pressure: 0.062
Timestamp: 1683526411, Average of speed: 2089.000, Average of pressure: 0.072
Timestamp: 1683526412, Average of speed: 2327.333, Average of pressure: 0.073
Timestamp: 1683526413, Average of speed: 1997.667, Average of pressure: 0.075
Timestamp: 1683526414, Average of speed: 2056.000, Average of pressure: 0.068
Timestamp: 1683526415, Average of speed: 1972.333, Average of pressure: 0.077
Timestamp: 1683526416, Average of speed: 2147.667, Average of pressure: 0.067
Timestamp: 1683526417, Average of speed: 1992.667, Average of pressure: 0.092
Timestamp: 1683526418, Average of speed: 2236.000, Average of pressure: 0.052
Timestamp: 1683526419, Average of speed: 2119.000, Average of pressure: 0.090
Timestamp: 1683526420, Average of speed: 2091.000, Average of pressure: 0.053
Timestamp: 1683526421, Average of speed: 2049.333, Average of pressure: 0.076
Timestamp: 1683526422, Average of speed: 2252.333, Average of pressure: 0.073
Timestamp: 1683526423, Average of speed: 1889.667, Average of pressure: 0.094
Timestamp: 1683526424, Average of speed: 1944.000, Average of pressure: 0.080
Timestamp: 1683526425, Average of speed: 2076.333, Average of pressure: 0.081
Timestamp: 1683526426, Average of speed: 2330.000, Average of pressure: 0.084
Timestamp: 1683526427, Average of speed: 2025.000, Average of pressure: 0.083
Timestamp: 1683526428, Average of speed: 2185.667, Average of pressure: 0.078
Timestamp: 1683526429, Average of speed: 2081.333, Average of pressure: 0.089
Timestamp: 1683526430, Average of speed: 1918.667, Average of pressure: 0.082
Timestamp: 1683526431, Average of speed: 2103.667, Average of pressure: 0.057
Timestamp: 1683526432, Average of speed: 2046.667, Average of pressure: 0.076
Timestamp: 1683526433, Average of speed: 2212.667, Average of pressure: 0.072
Timestamp: 1683526434, Average of speed: 1944.000, Average of pressure: 0.071
Timestamp: 1683526435, Average of speed: 2058.000, Average of pressure: 0.060
Timestamp: 1683526436, Average of speed: 2214.000, Average of pressure: 0.071
Timestamp: 1683526437, Average of speed: 2108.333, Average of pressure: 0.088
Timestamp: 1683526438, Average of speed: 2058.667, Average of pressure: 0.071
Timestamp: 1683526439, Average of speed: 2318.000, Average of pressure: 0.073
Timestamp: 1683526440, Average of speed: 2050.667, Average of pressure: 0.078
Timestamp: 1683526441, Average of speed: 2072.333, Average of pressure: 0.083
Timestamp: 1683526442, Average of speed: 2059.667, Average of pressure: 0.060
Timestamp: 1683526443, Average of speed: 2071.333, Average of pressure: 0.080
Timestamp: 1683526444, Average of speed: 2125.000, Average of pressure: 0.085
Timestamp: 1683526445, Average of speed: 2086.333, Average of pressure: 0.090
Timestamp: 1683526446, Average of speed: 2031.333, Average of pressure: 0.058
Timestamp: 1683526447, Average of speed: 2108.667, Average of pressure: 0.072
Timestamp: 1683526448, Average of speed: 2185.667, Average of pressure: 0.083
Timestamp: 1683526449, Average of speed: 2238.333, Average of pressure: 0.068
Timestamp: 1683526450, Average of speed: 2062.000, Average of pressure: 0.072
Timestamp: 1683526451, Average of speed: 2168.333, Average of pressure: 0.065
Timestamp: 1683526452, Average of speed: 2084.000, Average of pressure: 0.078
Timestamp: 1683526453, Average of speed: 2017.667, Average of pressure: 0.065
Timestamp: 1683526454, Average of speed: 2020.333, Average of pressure: 0.079
Timestamp: 1683526455, Average of speed: 2065.667, Average of pressure: 0.058
Timestamp: 1683526456, Average of speed: 2069.000, Average of pressure: 0.079
Timestamp: 1683526457, Average of speed: 2101.667, Average of pressure: 0.065
Timestamp: 1683526458, Average of speed: 1971.667, Average of pressure: 0.077
Timestamp: 1683526459, Average of speed: 2240.333, Average of pressure: 0.080
Timestamp: 1683526460, Average of speed: 2067.000, Average of pressure: 0.086
Timestamp: 1683526461, Average of speed: 2103.333, Average of pressure: 0.075
Timestamp: 1683526462, Average of speed: 2312.667, Average of pressure: 0.078
Timestamp: 1683526463, Average of speed: 2042.333, Average of pressure: 0.086
Timestamp: 1683526464, Average of speed: 1986.000, Average of pressure: 0.063
Timestamp: 1683526465, Average of speed: 2051.333, Average of pressure: 0.089
Timestamp: 1683526466, Average of speed: 2084.667, Average of pressure: 0.078
Timestamp: 1683526467, Average of speed: 2060.667, Average of pressure: 0.072
Timestamp: 1683526468, Average of speed: 2114.000, Average of pressure: 0.068
Timestamp: 1683526469, Average of speed: 1920.333, Average of pressure: 0.079
Timestamp: 1683526470, Average of speed: 2257.667, Average of pressure: 0.066
Timestamp: 1683526471, Average of speed: 2045.667, Average of pressure: 0.077
Timestamp: 1683526472, Average of speed: 2025.000, Average of pressure: 0.076
Timestamp: 1683526473, Average of speed: 2274.667, Average of pressure: 0.080
Timestamp: 1683526474, Average of speed: 2251.667, Average of pressure: 0.069
Timestamp: 1683526475, Average of speed: 2231.333, Average of pressure: 0.071
Timestamp: 1683526476, Average of speed: 2147.000, Average of pressure: 0.078
Timestamp: 1683526477, Average of speed: 2221.667, Average of pressure: 0.061
Timestamp: 1683526478, Average of speed: 1987.000, Average of pressure: 0.090
Timestamp: 1683526479, Average of speed: 2049.333, Average of pressure: 0.060
Timestamp: 1683526480, Average of speed: 2190.667, Average of pressure: 0.071
Timestamp: 1683526481, Average of speed: 2296.000, Average of pressure: 0.059
Timestamp: 1683526482, Average of speed: 2116.667, Average of pressure: 0.064
Timestamp: 1683526483, Average of speed: 2035.667, Average of pressure: 0.083
Timestamp: 1683526484, Average of speed: 2176.333, Average of pressure: 0.075
Timestamp: 1683526485, Average of speed: 1853.000, Average of pressure: 0.072
Timestamp: 1683526486, Average of speed: 2196.000, Average of pressure: 0.074
Timestamp: 1683526487, Average of speed: 2160.333, Average of pressure: 0.093
Timestamp: 1683526488, Average of speed: 2053.333, Average of pressure: 0.073
Timestamp: 1683526489, Average of speed: 2244.000, Average of pressure: 0.060
Timestamp: 1683526490, Average of speed: 1929.000, Average of pressure: 0.072
Timestamp: 1683526491, Average of speed: 2114.667, Average of pressure: 0.065
Timestamp: 1683526492, Average of speed: 1923.333, Average of pressure: 0.062
Timestamp: 1683526493, Average of speed: 2370.000, Average of pressure: 0.073
Timestamp: 1683526494, Average of speed: 2277.000, Average of pressure: 0.060
Timestamp: 1683526495, Average of speed: 2244.333, Average of pressure: 0.058
Timestamp: 1683526496, Average of speed: 2044.000, Average of pressure: 0.065
Timestamp: 1683526497, Average of speed: 2065.667, Average of pressure: 0.064
Timestamp: 1683526498, Average of speed: 2075.667, Average of pressure: 0.064
Timestamp: 1683526499, Average of speed: 2315.667, Average of pressure: 0.069
Timestamp: 1683526500, Average of speed: 2293.000, Average of pressure: 0.070
Timestamp: 1683526501, Average of speed: 1945.333, Average of pressure: 0.076
Timestamp: 1683526502, Average of speed: 2072.667, Average of pressure: 0.062
Timestamp: 1683526503, Average of speed: 2266.667, Average of pressure: 0.069
Timestamp: 1683526504, Average of speed: 2162.000, Average of pressure: 0.072
Timestamp: 1683526505, Average of speed: 1986.333, Average of pressure: 0.086
Timestamp: 1683526506, Average of speed: 1999.667, Average of pressure: 0.097
Timestamp: 1683526507, Average of speed: 2037.333, Average of pressure: 0.077
Timestamp: 1683526508, Average of speed: 2146.333, Average of pressure: 0.073
Timestamp: 1683526509, Average of speed: 2236.667, Average of pressure: 0.083
Timestamp: 1683526510, Average of speed: 2076.000, Average of pressure: 0.079
Timestamp: 1683526511, Average of speed: 2082.000, Average of pressure: 0.090
Timestamp: 1683526512, Average of speed: 2066.333, Average of pressure: 0.068
Timestamp: 1683526513, Average of speed: 2265.333, Average of pressure: 0.079
Timestamp: 1683526514, Average of speed: 2065.333, Average of pressure: 0.074
Timestamp: 1683526515, Average of speed: 1987.000, Average of pressure: 0.080
Timestamp: 1683526516, Average of speed: 2108.667, Average of pressure: 0.063
Timestamp: 1683526517, Average of speed: 2091.000, Average of pressure: 0.079
Timestamp: 1683526518, Average of speed: 2216.000, Average of pressure: 0.076
Timestamp: 1683526519, Average of speed: 2136.333, Average of pressure: 0.077
Timestamp: 1683526520, Average of speed: 2036.000, Average of pressure: 0.098
Timestamp: 1683526521, Average of speed: 2187.000, Average of pressure: 0.079
Timestamp: 1683526522, Average of speed: 2155.333, Average of pressure: 0.078
Timestamp: 1683526523, Average of speed: 2028.333, Average of pressure: 0.096
Timestamp: 1683526524, Average of speed: 2323.000, Average of pressure: 0.072
Timestamp: 1683526525, Average of speed: 2187.667, Average of pressure: 0.076
Timestamp: 1683526526, Average of speed: 1823.333, Average of pressure: 0.066
Timestamp: 1683526527, Average of speed: 2283.000, Average of pressure: 0.089
Timestamp: 1683526528, Average of speed: 2272.000, Average of pressure: 0.059
Timestamp: 1683526529, Average of speed: 2069.333, Average of pressure: 0.082
Timestamp: 1683526530, Average of speed: 2076.333, Average of pressure: 0.063
Timestamp: 1683526531, Average of speed: 2181.667, Average of pressure: 0.067
Timestamp: 1683526532, Average of speed: 2078.333, Average of pressure: 0.072
Timestamp: 1683526533, Average of speed: 2218.333, Average of pressure: 0.083
Timestamp: 1683526534, Average of speed: 2200.667, Average of pressure: 0.068
